Prime,Prime Mod 12,# of Conjugate Pairs,# of Isogenous Conjugate Pairs,% of Isogenous Conjugates
2957,5,110,15,0.1363636364
2963,11,111,7,0.06306306306
2969,5,111,6,0.05405405405
2971,7,113,22,0.1946902655
2999,11,89,7,0.07865168539
3001,1,115,22,0.1913043478
3011,11,105,7,0.06666666667
3019,7,119,15,0.1260504202
3023,11,103,12,0.1165048544
3037,1,122,29,0.237704918
3041,5,106,10,0.09433962264
3049,1,120,12,0.1
3061,1,120,13,0.1083333333
3067,7,121,16,0.132231405
3079,7,108,19,0.1759259259
3083,11,116,13,0.1120689655
3089,5,119,8,0.06722689076
3109,1,122,11,0.09016393443
3119,11,96,5,0.05208333333
3121,1,120,17,0.1416666667
3137,5,117,10,0.08547008547
3163,7,123,24,0.1951219512
3167,11,106,8,0.07547169811
3169,1,123,14,0.1138211382
3181,1,119,11,0.09243697479
3187,7,126,19,0.1507936508
3191,11,99,7,0.07070707071
3203,11,123,10,0.08130081301
3209,5,114,8,0.0701754386
3217,1,130,29,0.2230769231
3221,5,119,7,0.05882352941
3229,1,126,13,0.1031746032
3251,11,105,7,0.06666666667
3253,1,127,22,0.1732283465
3257,5,127,10,0.07874015748
3259,7,127,10,0.07874015748
3271,7,123,14,0.1138211382
3299,11,111,6,0.05405405405
3301,1,129,12,0.09302325581
3307,7,129,28,0.2170542636
3313,1,132,23,0.1742424242
3319,7,118,10,0.08474576271
3323,11,122,19,0.1557377049
3329,5,120,7,0.05833333333
3331,7,124,21,0.1693548387
3343,7,130,16,0.1230769231
3347,11,129,14,0.1085271318
3359,11,106,8,0.07547169811
3361,1,134,16,0.1194029851
3371,11,120,6,0.05
3373,1,134,23,0.171641791
3389,5,129,7,0.05426356589
3391,7,123,24,0.1951219512
3407,11,114,10,0.08771929825
3413,5,132,12,0.09090909091
3433,1,137,29,0.2116788321
3449,5,119,9,0.0756302521
3457,1,137,25,0.1824817518
3461,5,121,6,0.04958677686
3463,7,135,32,0.237037037
3467,11,126,11,0.0873015873
3469,1,137,20,0.1459854015
3491,11,123,7,0.05691056911
3499,7,135,18,0.1333333333
3511,7,126,10,0.07936507937
3517,1,139,30,0.2158273381
3527,11,115,11,0.09565217391
3529,1,140,16,0.1142857143
3533,5,130,9,0.06923076923
3539,11,125,6,0.048
3541,1,138,18,0.1304347826
3547,7,139,32,0.2302158273
3557,5,140,16,0.1142857143
3559,7,126,15,0.119047619
3571,7,134,12,0.08955223881
3581,5,137,7,0.05109489051
3583,7,135,29,0.2148148148
3593,5,140,9,0.06428571429
3607,7,141,25,0.1773049645
3613,1,144,24,0.1666666667
3617,5,136,16,0.1176470588
3623,11,129,10,0.07751937984
3631,7,130,16,0.1230769231
3637,1,146,16,0.1095890411
3643,7,143,20,0.1398601399
3659,11,124,9,0.07258064516
3671,11,113,11,0.09734513274
3673,1,146,30,0.2054794521
3677,5,145,13,0.08965517241
3691,7,141,16,0.1134751773
3697,1,149,28,0.1879194631
3701,5,132,7,0.05303030303
3709,1,144,14,0.09722222222
3719,11,122,6,0.04918032787
3727,7,140,27,0.1928571429
3733,1,151,29,0.1920529801
3739,7,145,17,0.1172413793
3761,5,137,6,0.04379562044
3767,11,138,8,0.05797101449
3769,1,145,14,0.09655172414
3779,11,127,7,0.05511811024
3793,1,149,33,0.2214765101
3797,5,144,13,0.09027777778
3803,11,144,9,0.0625
3821,5,136,7,0.05147058824
3823,7,145,18,0.124137931
3833,5,149,16,0.1073825503
3847,7,149,17,0.1140939597
3851,11,136,8,0.05882352941
3853,1,154,29,0.1883116883
3863,11,131,15,0.1145038168
3877,1,154,31,0.2012987013
3881,5,144,12,0.08333333333
3889,1,153,13,0.08496732026
3907,7,156,19,0.1217948718
3911,11,122,9,0.0737704918
3917,5,153,11,0.07189542484
3919,7,144,24,0.1666666667
3923,11,141,13,0.09219858156
3929,5,142,7,0.04929577465
3931,7,153,19,0.1241830065
3943,7,151,21,0.1390728477
3947,11,148,15,0.1013513514
3967,7,149,29,0.1946308725
3989,5,142,9,0.06338028169
4001,5,149,6,0.04026845638
4003,7,154,21,0.1363636364
4007,11,139,13,0.09352517986
4013,5,157,15,0.09554140127
4019,11,149,8,0.05369127517
4021,1,152,18,0.1184210526
4027,7,159,21,0.1320754717
4049,5,151,9,0.05960264901
4051,7,158,23,0.1455696203
4057,1,164,23,0.1402439024
4073,5,156,14,0.08974358974
4079,11,128,8,0.0625
4091,11,138,9,0.0652173913
4093,1,164,35,0.2134146341
4099,7,156,16,0.1025641026
4111,7,152,11,0.07236842105
4127,11,148,11,0.07432432432
4129,1,163,28,0.1717791411
4133,5,153,10,0.06535947712
4139,11,154,11,0.07142857143
4153,1,168,21,0.125
4157,5,153,14,0.09150326797
4159,7,158,19,0.1202531646
4177,1,164,28,0.1707317073
4201,1,166,16,0.09638554217
4211,11,153,6,0.03921568627
4217,5,163,17,0.1042944785
4219,7,161,22,0.1366459627
4229,5,157,7,0.04458598726
4231,7,151,23,0.1523178808
4241,5,150,8,0.05333333333
4243,7,168,24,0.1428571429
4253,5,167,13,0.07784431138
4259,11,143,9,0.06293706294
4261,1,169,21,0.124260355
4271,11,146,9,0.06164383562
4273,1,172,34,0.1976744186
4283,11,158,17,0.1075949367
4289,5,151,7,0.04635761589
4297,1,170,32,0.1882352941
4327,7,171,25,0.1461988304
4337,5,172,15,0.08720930233
4339,7,164,24,0.1463414634
4349,5,171,7,0.04093567251
4357,1,174,37,0.2126436782
4363,7,173,17,0.09826589595
4373,5,165,12,0.07272727273
4391,11,144,6,0.04166666667
4397,5,170,10,0.05882352941
4409,5,167,11,0.06586826347
4421,5,162,6,0.03703703704
4423,7,168,32,0.1904761905
4441,1,171,18,0.1052631579
4447,7,177,22,0.1242937853
4451,11,157,10,0.06369426752
4457,5,171,15,0.08771929825
4463,11,159,11,0.06918238994
4481,5,171,8,0.04678362573
4483,7,178,29,0.1629213483
4493,5,178,19,0.106741573
4507,7,175,32,0.1828571429
4513,1,182,38,0.2087912088
4517,5,175,9,0.05142857143
4519,7,174,22,0.1264367816
4523,11,168,10,0.05952380952
4547,11,173,13,0.07514450867
4549,1,175,13,0.07428571429
4561,1,181,17,0.09392265193
4567,7,174,24,0.1379310345
4583,11,161,15,0.09316770186
4591,7,167,26,0.1556886228
4597,1,182,29,0.1593406593
4603,7,185,30,0.1621621622
4621,1,186,19,0.1021505376
4637,5,174,17,0.09770114943
4639,7,168,18,0.1071428571
4643,11,181,19,0.1049723757
4649,5,172,9,0.0523255814
4651,7,177,19,0.1073446328
4657,1,188,27,0.1436170213
4663,7,178,15,0.08426966292
4673,5,182,15,0.08241758242
4679,11,150,13,0.08666666667
4691,11,175,11,0.06285714286
4703,11,159,10,0.06289308176
4721,5,175,9,0.05142857143
4723,7,188,33,0.1755319149
4729,1,187,17,0.09090909091
4733,5,183,9,0.04918032787
4751,11,153,10,0.06535947712
4759,7,171,19,0.1111111111
4783,7,188,22,0.1170212766
4787,11,175,12,0.06857142857
4789,1,192,21,0.109375
4793,5,182,16,0.08791208791
4799,11,169,9,0.05325443787
4801,1,186,21,0.1129032258
4813,1,193,21,0.1088082902
4817,5,187,14,0.07486631016
4831,7,185,15,0.08108108108
4861,1,188,20,0.1063829787
4871,11,158,9,0.05696202532
4877,5,187,16,0.08556149733
4889,5,182,12,0.06593406593
4903,7,191,32,0.167539267
4909,1,197,24,0.1218274112
4919,11,160,11,0.06875
4931,11,171,9,0.05263157895
4933,1,199,36,0.1809045226
4937,5,195,12,0.06153846154
4943,11,179,13,0.07262569832
4951,7,191,24,0.1256544503
4957,1,200,18,0.09
4967,11,178,8,0.04494382022
4969,1,193,14,0.0725388601
4973,5,191,22,0.1151832461
4987,7,199,40,0.2010050251
4993,1,200,15,0.075
4999,7,192,16,0.08333333333
5003,11,194,20,0.1030927835
5009,5,194,9,0.04639175258
5011,7,188,22,0.1170212766
5021,5,190,8,0.04210526316
5023,7,197,26,0.1319796954
5039,11,169,12,0.07100591716
5051,11,182,10,0.05494505495
5059,7,192,21,0.109375
5077,1,206,26,0.1262135922
5081,5,183,9,0.04918032787
5087,11,178,18,0.1011235955
5099,11,174,8,0.04597701149
5101,1,201,25,0.1243781095
5107,7,206,29,0.140776699
5113,1,202,34,0.1683168317
5119,7,194,17,0.08762886598
5147,11,196,11,0.05612244898
5153,5,206,17,0.08252427184
5167,7,199,28,0.1407035176
5171,11,181,9,0.04972375691
5179,7,205,24,0.1170731707
5189,5,192,10,0.05208333333
5197,1,208,31,0.1490384615
5209,1,206,16,0.07766990291
5227,7,203,27,0.1330049261
5231,11,181,7,0.03867403315
5233,1,212,17,0.08018867925
5237,5,207,15,0.07246376812
5261,5,199,11,0.05527638191
5273,5,210,15,0.07142857143
5279,11,177,7,0.0395480226
5281,1,207,24,0.115942029
5297,5,203,19,0.09359605911
5303,11,194,10,0.05154639175
5309,5,195,10,0.05128205128
5323,7,207,35,0.1690821256
5333,5,207,18,0.08695652174
5347,7,210,39,0.1857142857
5351,11,177,15,0.08474576271
5381,5,193,10,0.0518134715
5387,11,202,15,0.07425742574
5393,5,207,23,0.1111111111
5399,11,186,8,0.04301075269
5407,7,204,31,0.1519607843
5413,1,221,29,0.1312217195
5417,5,208,14,0.06730769231
5419,7,213,20,0.09389671362
5431,7,198,25,0.1262626263
5437,1,219,34,0.1552511416
5441,5,210,9,0.04285714286
5443,7,218,28,0.128440367
5449,1,213,32,0.1502347418
5471,11,193,11,0.05699481865
5477,5,210,11,0.05238095238
5479,7,207,29,0.1400966184
5483,11,212,14,0.06603773585
5501,5,208,9,0.04326923077
5503,7,217,18,0.08294930876
5507,11,207,21,0.1014492754
5519,11,182,12,0.06593406593
5521,1,215,24,0.111627907
5527,7,221,37,0.1674208145
5531,11,208,9,0.04326923077
5557,1,223,40,0.1793721973
5563,7,217,29,0.133640553
5569,1,224,16,0.07142857143
5573,5,217,13,0.0599078341
5581,1,222,15,0.06756756757
5591,11,184,13,0.07065217391
5623,7,218,29,0.1330275229
5639,11,192,6,0.03125
5641,1,225,24,0.1066666667
5647,7,225,39,0.1733333333
5651,11,205,6,0.02926829268
5653,1,228,30,0.1315789474
5657,5,222,19,0.08558558559
5659,7,217,26,0.1198156682
5669,5,210,15,0.07142857143
5683,7,226,30,0.1327433628
5689,1,224,17,0.07589285714
5693,5,222,10,0.04504504505
5701,1,228,30,0.1315789474
5711,11,184,10,0.05434782609
5717,5,219,16,0.07305936073
5737,1,230,19,0.08260869565
5741,5,216,8,0.03703703704
5743,7,225,33,0.1466666667
5749,1,227,16,0.0704845815
5779,7,228,25,0.1096491228
5783,11,215,14,0.06511627907
5791,7,225,19,0.08444444444
5801,5,214,14,0.06542056075
5807,11,210,9,0.04285714286
5813,5,223,20,0.08968609865
5821,1,231,18,0.07792207792
5827,7,228,34,0.149122807
5839,7,225,27,0.12
5843,11,219,16,0.07305936073
5849,5,218,9,0.04128440367
5851,7,223,15,0.06726457399
5857,1,235,47,0.2
5861,5,228,14,0.06140350877
5867,11,224,12,0.05357142857
5869,1,233,29,0.1244635193
5879,11,195,9,0.04615384615
5881,1,232,18,0.0775862069
5897,5,234,24,0.1025641026
5903,11,210,11,0.05238095238
5923,7,240,23,0.09583333333
5927,11,212,17,0.08018867925
5939,11,213,9,0.04225352113
5953,1,237,31,0.1308016878
5981,5,218,9,0.04128440367
5987,11,235,16,0.06808510638
6007,7,237,25,0.1054852321
6011,11,224,14,0.0625
6029,5,234,10,0.04273504274
6037,1,243,46,0.1893004115
6043,7,243,39,0.1604938272
6047,11,217,20,0.09216589862
6053,5,240,23,0.09583333333
6067,7,238,34,0.1428571429
6073,1,247,34,0.1376518219
6079,7,225,22,0.09777777778
6089,5,225,13,0.05777777778
6091,7,239,19,0.07949790795
6101,5,228,8,0.0350877193
6113,5,238,11,0.04621848739
6121,1,244,29,0.118852459
6131,11,225,11,0.04888888889
6133,1,245,25,0.1020408163
6143,11,236,15,0.06355932203
6151,7,227,27,0.1189427313
6163,7,246,42,0.1707317073
6173,5,239,20,0.08368200837
6197,5,241,13,0.05394190871
6199,7,239,20,0.08368200837
6203,11,242,18,0.07438016529
6211,7,244,16,0.06557377049
6217,1,251,26,0.1035856574
6221,5,228,13,0.05701754386
6229,1,248,30,0.1209677419
6247,7,239,38,0.1589958159
6257,5,242,20,0.0826446281
6263,11,223,13,0.05829596413
6269,5,233,7,0.03004291845
6271,7,236,34,0.1440677966
6277,1,250,43,0.172
6287,11,237,11,0.04641350211
6299,11,220,12,0.05454545455
6301,1,252,17,0.06746031746
6311,11,219,8,0.03652968037
6317,5,244,19,0.07786885246
6323,11,243,17,0.06995884774
6329,5,248,9,0.03629032258
6337,1,257,38,0.1478599222
6343,7,248,21,0.08467741935
6353,5,247,14,0.05668016194
6359,11,215,15,0.06976744186
6361,1,252,23,0.09126984127
6367,7,247,28,0.1133603239
6373,1,256,35,0.13671875
6379,7,249,16,0.06425702811
6389,5,244,15,0.06147540984
6397,1,254,29,0.1141732283
6421,1,257,16,0.06225680934
6427,7,259,39,0.1505791506
6449,5,249,8,0.03212851406
6451,7,252,21,0.08333333333
6469,1,261,28,0.1072796935
6473,5,248,20,0.08064516129
6481,1,256,25,0.09765625
6491,11,240,9,0.0375
6521,5,255,12,0.04705882353
6529,1,252,23,0.09126984127
6547,7,262,33,0.1259541985
6551,11,215,9,0.04186046512
6553,1,264,31,0.1174242424
6563,11,251,14,0.05577689243
6569,5,241,11,0.04564315353
6571,7,259,36,0.138996139
6577,1,265,24,0.09056603774
6581,5,255,9,0.03529411765
6599,11,221,13,0.05882352941
6607,7,253,21,0.08300395257
6619,7,263,16,0.0608365019
6637,1,271,37,0.1365313653
6653,5,260,15,0.05769230769
6659,11,255,10,0.03921568627
6661,1,266,17,0.06390977444
6673,1,271,30,0.110701107
6679,7,251,16,0.06374501992
6689,5,261,16,0.06130268199
6691,7,258,26,0.1007751938
6701,5,260,8,0.03076923077
6703,7,268,32,0.1194029851
6709,1,263,19,0.07224334601
6719,11,228,16,0.0701754386
6733,1,271,46,0.1697416974
6737,5,262,16,0.06106870229
6761,5,249,11,0.04417670683
6763,7,273,23,0.08424908425
6779,11,244,16,0.06557377049
6781,1,267,37,0.138576779
6791,11,243,10,0.04115226337
6793,1,274,30,0.1094890511
6803,11,265,19,0.07169811321
6823,7,268,44,0.1641791045
6827,11,268,16,0.05970149254
6829,1,274,19,0.06934306569
6833,5,268,15,0.05597014925
6841,1,272,18,0.06617647059
6857,5,275,18,0.06545454545
6863,11,246,18,0.07317073171
6869,5,266,12,0.04511278195
6871,7,264,18,0.06818181818
6883,7,278,30,0.1079136691
6899,11,253,8,0.03162055336
6907,7,271,26,0.09594095941
6911,11,245,13,0.05306122449
6917,5,276,18,0.0652173913
6947,11,261,16,0.06130268199
6949,1,272,24,0.08823529412
6959,11,243,7,0.02880658436
6961,1,277,38,0.1371841155
6967,7,274,27,0.09854014599
6971,11,246,13,0.05284552846
6977,5,278,18,0.06474820144
6983,11,263,16,0.0608365019
6991,7,256,28,0.109375
6997,1,285,35,0.1228070175
7001,5,278,13,0.04676258993
7013,5,269,22,0.08178438662
7019,11,250,12,0.048
7027,7,282,44,0.1560283688
7039,7,272,17,0.0625
7043,11,271,16,0.05904059041
7057,1,285,32,0.1122807018
7069,1,280,20,0.07142857143
7079,11,253,8,0.03162055336
7103,11,258,18,0.06976744186
7109,5,280,10,0.03571428571
7121,5,271,10,0.036900369
7127,11,258,12,0.04651162791
7129,1,284,33,0.1161971831
7151,11,256,11,0.04296875
7159,7,266,27,0.1015037594
7177,1,291,26,0.08934707904
7187,11,275,28,0.1018181818
7193,5,280,13,0.04642857143
7207,7,286,33,0.1153846154
7211,11,266,7,0.02631578947
7213,1,290,41,0.1413793103
7219,7,286,20,0.06993006993
7229,5,266,13,0.04887218045
7237,1,290,35,0.1206896552
7243,7,289,50,0.1730103806
7247,11,279,17,0.06093189964
7253,5,287,15,0.05226480836
7283,11,279,24,0.08602150538
7297,1,293,47,0.1604095563
7307,11,280,21,0.075
7309,1,292,21,0.07191780822
7321,1,291,26,0.08934707904
7331,11,273,13,0.04761904762
7333,1,297,21,0.07070707071
7349,5,279,10,0.03584229391
7351,7,290,24,0.08275862069
7369,1,293,32,0.1092150171
7393,1,300,33,0.11
7411,7,284,24,0.08450704225
7417,1,303,40,0.1320132013
7433,5,284,14,0.04929577465
7451,11,276,16,0.05797101449
7457,5,294,15,0.05102040816
7459,7,296,26,0.08783783784
7477,1,304,24,0.07894736842
7481,5,283,13,0.04593639576
7487,11,280,11,0.03928571429
7489,1,294,25,0.08503401361
7499,11,280,10,0.03571428571
7507,7,302,40,0.1324503311
7517,5,290,19,0.06551724138
7523,11,279,17,0.06093189964
7529,5,299,16,0.05351170569
7537,1,303,25,0.08250825083
7541,5,290,8,0.0275862069
7547,11,300,17,0.05666666667
7549,1,297,31,0.1043771044
